rung,fold,lambda,lambda_label,is_selected,block,design_columns,block_l2_norm,block_l2_norm_per_column
B3,3,100,lam=100,True,X_prior_composite,6,0.10552839136057122,0.043081785368354698
B3,4,0.01,lam=0.01,False,phase1_backbone,88,8.7793483708572833,0.93588168090111712
B3,4,0.01,lam=0.01,False,C_context,20,0.84797486033838287,0.18961294309275142
B3,4,0.01,lam=0.01,False,X_prior_composite,6,1.2026378281535197,0.49097483739084752
B3,4,0.029999999999999999,lam=0.03,False,phase1_backbone,88,7.3214652826555442,0.78047082151744684
B3,4,0.029999999999999999,lam=0.03,False,C_context,20,0.82957478755544822,0.18549856173939286
B3,4,0.029999999999999999,lam=0.03,False,X_prior_composite,6,1.1906502097587,0.48608091267442921
B3,4,0.10000000000000001,lam=0.1,False,phase1_backbone,88,5.7443772897239436,0.61235267659302228
B3,4,0.10000000000000001,lam=0.1,False,C_context,20,0.77468061805673938,0.17322385228264203
B3,4,0.10000000000000001,lam=0.1,False,X_prior_composite,6,1.1544382101564072,0.4712974257425151
B3,4,0.29999999999999999,lam=0.3,False,phase1_backbone,88,4.2780215432720441,0.45603862880516693
B3,4,0.29999999999999999,lam=0.3,False,C_context,20,0.66635647203381743,0.14900183687145532
B3,4,0.29999999999999999,lam=0.3,False,X_prior_composite,6,1.0723999879540149,0.4378054617756939
B3,4,1,lam=1,False,phase1_backbone,88,2.769496770979583,0.29522934775869852
B3,4,1,lam=1,False,C_context,20,0.49123879699748907,0.10984433432716051
B3,4,1,lam=1,False,X_prior_composite,6,0.88753325215873613,0.36233393292363669
B3,4,3,lam=3,False,phase1_backbone,88,1.7509766285619082,0.18665473576566521
B3,4,3,lam=3,False,C_context,20,0.35229321595055113,0.078775157887744543
B3,4,3,lam=3,False,X_prior_composite,6,0.64615689512161911,0.26379244780483868
B3,4,10,lam=10,False,phase1_backbone,88,1.0725333810628905,0.11433244257895658
B3,4,10,lam=10,False,C_context,20,0.28863546954260533,0.064540853061483563
B3,4,10,lam=10,False,X_prior_composite,6,0.41883580122279218,0.17098899983426727
B3,4,30,lam=30,False,phase1_backbone,88,0.69166843839798642,0.073732103273508556
B3,4,30,lam=30,False,C_context,20,0.26101234224036107,0.058364134021588708
B3,4,30,lam=30,False,X_prior_composite,6,0.28134537111150998,0.11485876678619507
B3,4,100,lam=100,True,phase1_backbone,88,0.43255853519526899,0.046110894784682437
B3,4,100,lam=100,True,C_context,20,0.20927910620281528,0.046796230773989284
B3,4,100,lam=100,True,X_prior_composite,6,0.1629385632679467,0.066519389904777237
B4,1,0.01,lam=0.01,False,phase1_backbone,88,5.320508499913152,0.56716811177879911
B4,1,0.01,lam=0.01,False,C_context,20,2.4894267454524672,0.55665274278377819
B4,1,0.01,lam=0.01,False,X_prior_composite,9,0,0
