arm,fold,team,parameter,refits,mean_abs_change,mean_level,relative_change
sot,2,Arsenal,defence,120,0.035824400335954167,2.4712956878494463,0.014496201531889139
sot,2,Aston Villa,attack,120,0.010589848819456942,1.1251661405830797,0.0094118090097957512
sot,2,Aston Villa,defence,120,0.032703543540591976,3.5525929161212613,0.0092055420682136211
sot,2,Bournemouth,attack,120,0.010350667230684493,1.0352496917420693,0.009998232613106969
sot,2,Bournemouth,defence,120,0.046372908218062697,4.4064114555868805,0.010523962341116959
sot,2,Brentford,attack,120,0.0088616140441480137,1.03907966490749,0.0085283297743460017
sot,2,Brentford,defence,120,0.042248924093890555,4.0436227448130539,0.010448285302600309
sot,2,Brighton,attack,120,0.012980331414955599,1.3995334983580274,0.0092747557883998445
sot,2,Brighton,defence,120,0.032069558334324386,3.4122240301868634,0.0093984328258095544
sot,2,Burnley,attack,120,0.012765483675587519,0.78931352687035627,0.016172893585395545
sot,2,Burnley,defence,120,0.071081368021795849,5.0144143609394609,0.014175407715703536
sot,2,Chelsea,attack,120,0.010810560991634447,1.1560634599622799,0.0093511830154956836
sot,2,Chelsea,defence,120,0.04249415182886717,3.9457315130898412,0.010769651124992704
sot,2,Crystal Palace,attack,120,0.0089953191513197396,0.91494462716971736,0.0098315448653387809
sot,2,Crystal Palace,defence,120,0.036044608410930074,3.3745121060125638,0.01068142809347381
sot,2,Everton,attack,120,0.01031897526905425,1.0248878252864395,0.010068394817911185
sot,2,Everton,defence,120,0.03774712423907034,3.7480878181636408,0.010071035170559151
sot,2,Fulham,attack,120,0.0087855858888442277,0.98880794325215549,0.0088850276221980346
sot,2,Fulham,defence,120,0.037696991692491959,4.2987754159721785,0.0087692396193641796
sot,2,Leeds United,attack,120,0.0034827262298704822,0.90028929093450938,0.0038684523574143343
sot,2,Leeds United,defence,120,0.022497574309494825,4.3066183523341532,0.0052239535684190166
sot,2,Leicester City,attack,120,0.0037036107622975363,0.96490224874256803,0.0038383274234503775
sot,2,Leicester City,defence,120,0.020414073765790654,3.9138268106915359,0.0052158858205030492
sot,2,Liverpool,attack,120,0.011990908570920203,1.4461272098513036,0.0082917384371414705
sot,2,Liverpool,defence,120,0.037316252428514579,3.2119489171265498,0.01161794704440635
sot,2,Manchester City,attack,120,0.016650015450748231,1.4817290102923308,0.011236882948970097
sot,2,Manchester City,defence,120,0.028415618806555673,2.391908438338743,0.011879894042387019
sot,2,Manchester Utd,attack,120,0.012284712931712665,1.2030475291524207,0.010211328009931225
sot,2,Manchester Utd,defence,120,0.039983482170405323,3.928140363342691,0.010178730511651312
sot,2,Newcastle,attack,120,0.012353997190324284,1.2566141947126672,0.0098311774944967126
sot,2,Newcastle,defence,120,0.04019818425626883,3.7801481085251982,0.01063402361553286
sot,2,Norwich City,attack,120,0.0026394515531523804,0.66643512352767353,0.0039605528880003243
sot,2,Norwich City,defence,120,0.026978603055540788,5.2861759192351236,0.0051036143079105888
sot,2,Nottingham,attack,120,0.0091410563850976134,0.8110062633420535,0.011271252514658129
sot,2,Nottingham,defence,120,0.032213106987207363,3.8120956409205609,0.0084502357814476049
sot,2,Southampton,attack,120,0.0033071887478675448,0.92400078362575411,0.0035792055661362379
sot,2,Southampton,defence,120,0.017871470978628227,3.5321612450409443,0.0050596418846164722
sot,2,Tottenham,attack,120,0.009916956545903929,1.2806180578399726,0.0077438831079978121
sot,2,Tottenham,defence,120,0.040894476280846297,3.7861468960376281,0.01080108020205032
sot,2,Watford,attack,120,0.0027249096153747084,0.70454951610331495,0.0038675913517697007
sot,2,Watford,defence,120,0.022074452717928104,4.3888254657750121,0.0050296948215574639
sot,2,West Ham,attack,120,0.0073560431444418721,0.92284819281642405,0.0079710218882177077
sot,2,West Ham,defence,120,0.048981761288024825,4.6059735427313395,0.010634399184798329
sot,2,Wolves,attack,120,0.0096131640802252331,0.90543207882706123,0.01061721172136796
sot,2,Wolves,defence,120,0.043788932485065109,4.1575449318065516,0.010532401502161946
goals,2,Luton Town,attack,118,0.024327526628299973,0.91118562563283412,0.026698760322743334
goals,2,Luton Town,defence,118,0.039116987577204741,1.6513268250434834,0.023688216641290678
goals,2,Sheffield United,attack,118,0.025334759924347462,0.67152717452159472,0.03772708072818691
goals,2,Sheffield United,defence,118,0.047428483227895148,1.9319961233475162,0.024548953620940568
sot,2,Luton Town,attack,118,0.014326939776971434,0.76664934810456487,0.018687734897828875
sot,2,Luton Town,defence,118,0.078893149868365237,4.9401736566267989,0.015969711866816092
sot,2,Sheffield United,attack,118,0.018417558644179714,0.72158992173804914,0.025523580761519612
sot,2,Sheffield United,defence,118,0.1038385627475106,5.9136159007310853,0.017559233553649183
goals,3,Arsenal,attack,109,0.022381883103265558,1.5229983629318482,0.014695933789567121
goals,3,Arsenal,defence,109,0.014374209744937708,0.69216227611924419,0.02076710944943401
goals,3,Aston Villa,attack,109,0.014658078337392251,1.2277437968480491,0.01193903677218611
goals,3,Aston Villa,defence,109,0.016907041788182458,1.2748565018076015,0.013261917528922036
goals,3,Bournemouth,attack,109,0.018384738744471402,1.1341595977766545,0.01621001028471818
goals,3,Bournemouth,defence,109,0.017912046382139536,1.1240122869151519,0.015935810124726564
goals,3,Brentford,attack,109,0.021129190618949953,1.2471634971278962,0.016941796859520464
goals,3,Brentford,defence,109,0.017350428932214224,1.3348207590181225,0.012998321171583354
goals,3,Brighton,attack,109,0.016945015150637201,1.120725671801772,0.015119681450140232
goals,3,Brighton,defence,109,0.020716261608835825,1.2734955790417988,0.016267242658528205
goals,3,Burnley,attack,109,0.0040071931049429476,0.85954893066497429,0.0046619720669570913
goals,3,Burnley,defence,109,0.0095037834389861617,1.5828367843791618,0.0060042725395176126
goals,3,Chelsea,attack,109,0.021660271694988031,1.4615882172162642,0.014819681384844569
goals,3,Chelsea,defence,109,0.01751208657708074,1.1410840541370515,0.015346885721161279
goals,3,Crystal Palace,attack,109,0.015599688694939461,1.0255822853193459,0.015210567614359708
